"ejercicio_fiscal","clave_de_entidad","entidad_federativa","nombre_principal","origen","peso_vivo_kilogramos","peso_desembarcado_kilogramos","valor_pesos"
2008,1,"AGUASCALIENTES","BAGRE","ACUACULTURA",28514,28514,976034.22
2008,1,"AGUASCALIENTES","CARPA","ACUACULTURA",182634,182634,3250252.92
2008,1,"AGUASCALIENTES","LOBINA","ACUACULTURA",4648,4623,89181.48
2008,1,"AGUASCALIENTES","TILAPIA","ACUACULTURA",305544,305544,3834577.2
2008,2,"BAJA CALIFORNIA","ABULON","ACUACULTURA",29627.35,29627.35,6473426.3866
2008,2,"BAJA CALIFORNIA","ABULON","CAPTURA",213299.247,191197.65,30444871.3661
2008,2,"BAJA CALIFORNIA","ALGAS","CAPTURA",3034935,583880,4127072.1345
2008,2,"BAJA CALIFORNIA","ALMEJA","ACUACULTURA",15767.5,15767.5,667113.02135
2008,2,"BAJA CALIFORNIA","ALMEJA","CAPTURA",1508551.29,1506551.29,28070829.43417
2008,2,"BAJA CALIFORNIA","ANCHOVETA","CAPTURA",1149258.4,990740,484360.59
2008,2,"BAJA CALIFORNIA","ATUN","ACUACULTURA",2922522.734,2805334.96,207551314.00855
2008,2,"BAJA CALIFORNIA","ATUN","CAPTURA",4275734.7,4275505,55116018.6722
2008,2,"BAJA CALIFORNIA","BAGRE","CAPTURA",550,550,8225.58
2008,2,"BAJA CALIFORNIA","BAQUETA","CAPTURA",28585.7932,27953.4814,1070406.5312814
2008,2,"BAJA CALIFORNIA","BARRILETE","CAPTURA",128020,128020,909838.14
2008,2,"BAJA CALIFORNIA","BERRUGATA","CAPTURA",1423918.2,1420091.5,7425026.6733
2008,2,"BAJA CALIFORNIA","BONITO","CAPTURA",772725,772725,6812500.0827
2008,2,"BAJA CALIFORNIA","CABRILLA","CAPTURA",497568.82,471543.2,3762437.91123
2008,2,"BAJA CALIFORNIA","CALAMAR","CAPTURA",6265790.3,5377973,12283105.2316
2008,2,"BAJA CALIFORNIA","CAMARON","ACUACULTURA",181902,178842,8392243.888
2008,2,"BAJA CALIFORNIA","CAMARON","CAPTURA",832348.624,522630.58,58098010.56905
2008,2,"BAJA CALIFORNIA","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",739020.546,739020.546,5171140.618404
2008,2,"BAJA CALIFORNIA","CARACOL","CAPTURA",538240,161824,1805911.4424
2008,2,"BAJA CALIFORNIA","CARPA","CAPTURA",10300,10300,58031.23
2008,2,"BAJA CALIFORNIA","CAZON","CAPTURA",55381.15,49050.5,695774.2803
2008,2,"BAJA CALIFORNIA","CORVINA","CAPTURA",1364395.995,1252604.55,13202939.13638
2008,2,"BAJA CALIFORNIA","ERIZO","CAPTURA",2039054.15,2029130.15,100193765.58
2008,2,"BAJA CALIFORNIA","FAUNA","CAPTURA",152449.25,129194.2792,870278.5035917
2008,2,"BAJA CALIFORNIA","GUACHINANGO","CAPTURA",446,446,18205.2294
2008,2,"BAJA CALIFORNIA","JAIBA","CAPTURA",71417.08,71417.08,843216.114166
2008,2,"BAJA CALIFORNIA","JUREL","CAPTURA",145439.2,142022.5,1526859.21255
2008,2,"BAJA CALIFORNIA","LANGOSTA","CAPTURA",359477.05,359477.05,37689320.71993
2008,2,"BAJA CALIFORNIA","LENGUADO","ACUACULTURA",55576.37,55576.37,5724366.11
2008,2,"BAJA CALIFORNIA","LENGUADO","CAPTURA",351950.35,328745.9,7442489.64738
2008,2,"BAJA CALIFORNIA","LISA","CAPTURA",53996,53861,485034.4366
2008,2,"BAJA CALIFORNIA","LOBINA","CAPTURA",3450,3450,68440.41
2008,2,"BAJA CALIFORNIA","MACARELA","CAPTURA",179750,179750,245346
2008,2,"BAJA CALIFORNIA","MERO Y SIMILARES","CAPTURA",10481.5349,9582.2803,241235.4605515
2008,2,"BAJA CALIFORNIA","MOJARRA","CAPTURA",75304.9132,75267.8951,1461835.3471788
2008,2,"BAJA CALIFORNIA","OSTION","ACUACULTURA",1077123.75,1077123.75,17530481.976
2008,2,"BAJA CALIFORNIA","OTRAS","ACUACULTURA",353664,353664,7644889.5355
2008,2,"BAJA CALIFORNIA","OTRAS","CAPTURA",3055741.3275,3066740.33,42368231.333805
2008,2,"BAJA CALIFORNIA","PAMPANO","CAPTURA",2315,2315,67313.0235
2008,2,"BAJA CALIFORNIA","PARGO","CAPTURA",1437.5183,1432.512,40232.9629809
2008,2,"BAJA CALIFORNIA","PEPINO DE MAR","CAPTURA",187606.12,187606.12,4332855.4029
2008,2,"BAJA CALIFORNIA","PIERNA","CAPTURA",781,781,5057.0631
2008,2,"BAJA CALIFORNIA","PULPO","CAPTURA",192320.4165,177096.6682,5730312.1826768
2008,2,"BAJA CALIFORNIA","RAYA Y SIMILARES","CAPTURA",469130.05,322728,3696961.65995
2008,2,"BAJA CALIFORNIA","RONCO","CAPTURA",3046.1,2840,43073.3743
2008,2,"BAJA CALIFORNIA","SARDINA","CAPTURA",77564649.32,66866077,55301432.8498
2008,2,"BAJA CALIFORNIA","SARGAZO","CAPTURA",264252.45,240229.5,875790.02225
2008,2,"BAJA CALIFORNIA","SIERRA","CAPTURA",1310405.8,1310405.8,16201039.81505
2008,2,"BAJA CALIFORNIA","TIBURON","CAPTURA",3798739.7577,2915054.2693,35622714.3399003
2008,3,"BAJA CALIFORNIA SUR","ABULON","CAPTURA",501527.88,210726,50344662.2744
2008,3,"BAJA CALIFORNIA SUR","ALGAS","CAPTURA",1570871,272446,2064059.8692
2008,3,"BAJA CALIFORNIA SUR","ALMEJA","ACUACULTURA",1189,1189,42339.822
2008,3,"BAJA CALIFORNIA SUR","ALMEJA","CAPTURA",20947231.45,18421087.45,142738106.7426
2008,3,"BAJA CALIFORNIA SUR","ATUN","CAPTURA",1513817.2,1513402,18983815.3764
2008,3,"BAJA CALIFORNIA SUR","BANDERA","CAPTURA",2476.3,2378,11153.5956
2008,3,"BAJA CALIFORNIA SUR","BAQUETA","CAPTURA",178511.2429,162321.9269,4826832.3481619
2008,3,"BAJA CALIFORNIA SUR","BARRILETE","CAPTURA",829021,829021,5390956.9112
2008,3,"BAJA CALIFORNIA SUR","BERRUGATA","CAPTURA",138492.1,126561,659476.8782
2008,3,"BAJA CALIFORNIA SUR","BONITO","CAPTURA",1058179.7,1058135,5762271.6592
2008,3,"BAJA CALIFORNIA SUR","CABRILLA","CAPTURA",4630639.9,4321662,24544847.8384
2008,3,"BAJA CALIFORNIA SUR","CALAMAR","CAPTURA",50089729.45,37151205,65019559.2294
2008,3,"BAJA CALIFORNIA SUR","CAMARON","ACUACULTURA",3189236,3110300,120162406.094
2008,3,"BAJA CALIFORNIA SUR","CAMARON","CAPTURA",1075145.2,672284.5,43010052.48446
2008,3,"BAJA CALIFORNIA SUR","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",10590365.955,10590365.955,73123474.9558
2008,3,"BAJA CALIFORNIA SUR","CARACOL","CAPTURA",1647702.2744,262656.2288,4477266.10658
2008,3,"BAJA CALIFORNIA SUR","CAZON","CAPTURA",662965.2375,635911.5986,7308791.01381928
2008,3,"BAJA CALIFORNIA SUR","CORVINA","CAPTURA",763920.0022,700326.1177,8683210.8540315
2008,3,"BAJA CALIFORNIA SUR","ERIZO","CAPTURA",6827,6827,1253903.99
2008,3,"BAJA CALIFORNIA SUR","FAUNA","CAPTURA",8687.16,7362,60216.4528
2008,3,"BAJA CALIFORNIA SUR","GUACHINANGO","ACUACULTURA",870,870,42630
2008,3,"BAJA CALIFORNIA SUR","GUACHINANGO","CAPTURA",559853.15,551930.5,15872194.1647
2008,3,"BAJA CALIFORNIA SUR","JAIBA","CAPTURA",600084.5,600084.5,7242059.2524
2008,3,"BAJA CALIFORNIA SUR","JUREL","CAPTURA",1730541,1721002,14600441.2614
2008,3,"BAJA CALIFORNIA SUR","LANGOSTA","CAPTURA",1498207.6,1496873.1,166295369.4408
2008,3,"BAJA CALIFORNIA SUR","LENGUADO","CAPTURA",480167,437426,7394218.6292
2008,3,"BAJA CALIFORNIA SUR","LISA","CAPTURA",437085.9,437003,2220759.5564
2008,3,"BAJA CALIFORNIA SUR","MACARELA","CAPTURA",567382,567382,1156926.0248
2008,3,"BAJA CALIFORNIA SUR","MERO Y SIMILARES","CAPTURA",338939.65,309106.5,7825796.3406
2008,3,"BAJA CALIFORNIA SUR","MOJARRA","CAPTURA",343072.6,341818,1752776.55
2008,3,"BAJA CALIFORNIA SUR","OSTION","ACUACULTURA",321463.31,321463.31,4366283.17588
2008,3,"BAJA CALIFORNIA SUR","OSTION","CAPTURA",290727,290727,1659197.9082
2008,3,"BAJA CALIFORNIA SUR","OTRAS","CAPTURA",4583876.2,2893245.3,73886466.6792
2008,3,"BAJA CALIFORNIA SUR","PAMPANO","CAPTURA",141125.7,138657,1113242.1622
2008,3,"BAJA CALIFORNIA SUR","PARGO","CAPTURA",536995.4872,511743.6504,11208656.4859434
2008,3,"BAJA CALIFORNIA SUR","PEPINO DE MAR","CAPTURA",178899,178899,3988622.2264
2008,3,"BAJA CALIFORNIA SUR","PIERNA","CAPTURA",829047.55,764085.5,5783037.4868
2008,3,"BAJA CALIFORNIA SUR","PULPO","CAPTURA",277749.3,262288,6494489.7724
2008,3,"BAJA CALIFORNIA SUR","RAYA Y SIMILARES","CAPTURA",1164760.8,983001,7057147.2468
2008,3,"BAJA CALIFORNIA SUR","ROBALO","CAPTURA",4343.9,3949,111350.8732
2008,3,"BAJA CALIFORNIA SUR","RONCO","CAPTURA",319896.1,301028,1434765.1976
2008,3,"BAJA CALIFORNIA SUR","SARDINA","CAPTURA",68846229.738,59350198.05,51798613.297
2008,3,"BAJA CALIFORNIA SUR","SARGAZO","CAPTURA",29425,26750,70498.75
2008,3,"BAJA CALIFORNIA SUR","SIERRA","CAPTURA",461133.9,460232,4308792.8226
2008,3,"BAJA CALIFORNIA SUR","TIBURON","CAPTURA",1954723.55,1873266,17969075.2388
2008,4,"CAMPECHE","ANCHOVETA","CAPTURA",976975,976975,1954720.4
2008,4,"CAMPECHE","BAGRE","CAPTURA",14993.1,14729,161895.92
2008,4,"CAMPECHE","BANDERA","CAPTURA",965015.05,935758.5,6745624.405
2008,4,"CAMPECHE","BERRUGATA","CAPTURA",40312.1,40083,159939.93
2008,4,"CAMPECHE","BESUGO","CAPTURA",49946,49379,1042101.25
2008,4,"CAMPECHE","BONITO","CAPTURA",291579,291509,962446.37
2008,4,"CAMPECHE","CABRILLA","CAPTURA",36,36,627.48
2008,4,"CAMPECHE","CALAMAR","CAPTURA",2965,2935,14256.6
2008,4,"CAMPECHE","CAMARON","ACUACULTURA",461211.5,451881.5,20398854.905
2008,4,"CAMPECHE","CAMARON","CAPTURA",3149821.3,2222357.5,124841432.19
2008,4,"CAMPECHE","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",2720890.97,2720890.97,18700308.9767
2008,4,"CAMPECHE","CARACOL","CAPTURA",2814998,484013,14493640.595
2008,4,"CAMPECHE","CARPA","CAPTURA",45972.6,44729.5,336394.695
2008,4,"CAMPECHE","CAZON","CAPTURA",378905.2977,366526.3008,5676275.005275
2008,4,"CAMPECHE","CINTILLA","CAPTURA",39208,39208,172685.83
2008,4,"CAMPECHE","CORVINA","ACUACULTURA",22541,22407,789375.67
2008,4,"CAMPECHE","CORVINA","CAPTURA",738243.8,698398.5,9563303.56
2008,4,"CAMPECHE","ESMEDREGAL","CAPTURA",74381.1,71222,1830097.66
2008,4,"CAMPECHE","FAUNA","CAPTURA",420509.0697,356363.6159,1928237.069904
2008,4,"CAMPECHE","GUACHINANGO","CAPTURA",451599.1093,438561.1867,15077118.659036
2008,4,"CAMPECHE","JAIBA","CAPTURA",1641755.5,1638595.5,13453368.005
2008,4,"CAMPECHE","JUREL","CAPTURA",3911113,3909931.5,13736196.285
2008,4,"CAMPECHE","LANGOSTINO","CAPTURA",59981.5,59844.5,1014746.785
2008,4,"CAMPECHE","LEBRANCHA","CAPTURA",157930.52,157581.2,603158.25655
2008,4,"CAMPECHE","LENGUADO","CAPTURA",138,138,1887.84
2008,4,"CAMPECHE","LISA","CAPTURA",116940.1,116730,621223.37
2008,4,"CAMPECHE","MERO Y SIMILARES","CAPTURA",108511.9,100617,4560263.21
2008,4,"CAMPECHE","MOJARRA","ACUACULTURA",8955,8955,227964.35
2008,4,"CAMPECHE","MOJARRA","CAPTURA",173469.2,173171.5,1954715.69
2008,4,"CAMPECHE","OSTION","ACUACULTURA",325045,325045,1445675.7
2008,4,"CAMPECHE","OTRAS","ACUACULTURA",3146,3146,93792
2008,4,"CAMPECHE","OTRAS","CAPTURA",5192396,5181386.5,38813032.625
2008,4,"CAMPECHE","PAMPANO","CAPTURA",93073.7,91729.5,2382246.195
2008,4,"CAMPECHE","PARGO","CAPTURA",490849.6,476162.5,10933449.16
2008,4,"CAMPECHE","PETO","CAPTURA",219280.2,218786.5,3249193.26
2008,4,"CAMPECHE","PULPO","CAPTURA",5254217.1,5219607.5,154256215.795
2008,4,"CAMPECHE","RAYA Y SIMILARES","CAPTURA",885035.25,832951.5,5883155.155
2008,4,"CAMPECHE","ROBALO","CAPTURA",2227173.45,2088702,93006215.82
2008,4,"CAMPECHE","RONCO","CAPTURA",29705,29661,102035.02
2008,4,"CAMPECHE","RUBIA Y VILLAJAIBA","CAPTURA",92456.5,91298,2084776.57
2008,4,"CAMPECHE","RUBIO","CAPTURA",507241,504694.5,3734708.355
2008,4,"CAMPECHE","SIERRA","CAPTURA",1963295.4,1961792,22627451.575
2008,4,"CAMPECHE","TIBURON","CAPTURA",118392.5115,117473.28,2332927.63945
2008,4,"CAMPECHE","TILAPIA","ACUACULTURA",365316.25,336097,3677500.325
2008,4,"CAMPECHE","TRUCHA","CAPTURA",629.3,622,10449.53
2008,5,"COAHUILA","BAGRE","ACUACULTURA",78396.67,71269.7,810336.489
2008,5,"COAHUILA","CARPA","ACUACULTURA",651032.93,587605.3,2757902.033
2008,5,"COAHUILA","LOBINA","ACUACULTURA",1805,1805,34764.3
2008,5,"COAHUILA","OTRAS","ACUACULTURA",87096.399,79748.39,943985.7587
2008,5,"COAHUILA","ROBALO","ACUACULTURA",1000,1000,47980
2008,5,"COAHUILA","TILAPIA","ACUACULTURA",123135.54,111941.4,1401506.328
2008,6,"COLIMA","ATUN","CAPTURA",14376116.31,14375626.31,139036293.19
2008,6,"COLIMA","BAGRE","ACUACULTURA",5500,5500,195140
2008,6,"COLIMA","BANDERA","CAPTURA",11170.3,10737,149085.38
2008,6,"COLIMA","BAQUETA","CAPTURA",40,40,796.4
2008,6,"COLIMA","BARRILETE","CAPTURA",2769187.67,2769187.67,13073302.14
2008,6,"COLIMA","BERRUGATA","CAPTURA",31072.4,30916,455939.91
2008,6,"COLIMA","BONITO","CAPTURA",996257,996257,5828103.45
2008,6,"COLIMA","CABRILLA","CAPTURA",1515,1515,26406.45
2008,6,"COLIMA","CALAMAR","CAPTURA",2566,2566,7470.18
2008,6,"COLIMA","CAMARON","ACUACULTURA",874746,874746,38917245.46
2008,6,"COLIMA","CAMARON","CAPTURA",78601.2,51315,2605781.91
2008,6,"COLIMA","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",1787006.85,1787006.85,19932569.683
2008,6,"COLIMA","CAZON","CAPTURA",783.86,712.6,10061.912
2008,6,"COLIMA","CORVINA","CAPTURA",4251,4251,59308.91
2008,6,"COLIMA","ESMEDREGAL","CAPTURA",7642.8,6967,255510.05
2008,6,"COLIMA","GUACHINANGO","CAPTURA",71296.1,65362,2936273.96
2008,6,"COLIMA","JAIBA","CAPTURA",27848,27848,526318.08
2008,6,"COLIMA","JUREL","CAPTURA",145522.7,145099,673526.64
2008,6,"COLIMA","LANGOSTINO","CAPTURA",17413,17413,1204699
2008,6,"COLIMA","LEBRANCHA","CAPTURA",9825.8,9691,152786.74
2008,6,"COLIMA","LENGUADO","CAPTURA",450,450,6156
2008,6,"COLIMA","LISA","CAPTURA",25038,25038,293517.46
2008,6,"COLIMA","MACARELA","CAPTURA",480,480,998.4
2008,6,"COLIMA","MERO Y SIMILARES","CAPTURA",489.6,452,12105.36
2008,6,"COLIMA","MOJARRA","CAPTURA",62265,62265,1034166.25
2008,6,"COLIMA","OTRAS","CAPTURA",337457.15,309423.5,3275262.84
2008,6,"COLIMA","PAMPANO","CAPTURA",3398.6,3364,41139.86
2008,6,"COLIMA","PARGO","CAPTURA",66925,61277,2693877.48
2008,6,"COLIMA","PULPO","CAPTURA",6655,6655,280322.55
2008,6,"COLIMA","RAYA Y SIMILARES","CAPTURA",52865.9,30811,480123.82
2008,6,"COLIMA","ROBALO","CAPTURA",38215.4,35741,1450422.03
2008,6,"COLIMA","RONCO","CAPTURA",44909.3,44833,682048.79
2008,6,"COLIMA","SARDINA","CAPTURA",9166,9166,100628.89
2008,6,"COLIMA","SIERRA","CAPTURA",66143.1155,66111.8932,1359620.031298
2008,6,"COLIMA","TIBURON","CAPTURA",679276.8303,571594.9477,7480128.409795
2008,6,"COLIMA","TILAPIA","ACUACULTURA",245933.76,227451.46,4311289.7
2008,7,"CHIAPAS","ATUN","CAPTURA",6369187,6369187,70897848.023
2008,7,"CHIAPAS","BAGRE","CAPTURA",1002184.1,937271.6,10216850.279
2008,7,"CHIAPAS","BANDERA","CAPTURA",106702.5,106702.5,1778926.70025
2008,7,"CHIAPAS","BARRILETE","CAPTURA",3012811,3012811,20203349.355
2008,7,"CHIAPAS","BERRUGATA","CAPTURA",537439,537439,5196496.0215
2008,7,"CHIAPAS","BESUGO","CAPTURA",2567,2567,40326.2475
2008,7,"CHIAPAS","CABRILLA","CAPTURA",2196,2196,40190.094
2008,7,"CHIAPAS","CAMARON","CAPTURA",1910607.4,1633808.5,85333398.2149
2008,7,"CHIAPAS","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",422691.5667,422691.5667,9525706.104254
2008,7,"CHIAPAS","CARPA","ACUACULTURA",31740,31740,344383.9665
2008,7,"CHIAPAS","CARPA","CAPTURA",143,130,629.265
2008,7,"CHIAPAS","CAZON","CAPTURA",14161.3085,14161.3085,421778.902396
2008,7,"CHIAPAS","CORVINA","CAPTURA",85055.8537,85047.5165,1179037.0207365
2008,7,"CHIAPAS","FAUNA","CAPTURA",1504922.6842,1275358.2058,5119820.1751
2008,7,"CHIAPAS","GUACHINANGO","CAPTURA",40133,39958,1560671.8575
2008,7,"CHIAPAS","JAIBA","CAPTURA",571201,571201,6183839.3505
2008,7,"CHIAPAS","JUREL","CAPTURA",140961,140961,1062777.8175
2008,7,"CHIAPAS","LANGOSTINO","CAPTURA",3847,3847,361984.245
2008,7,"CHIAPAS","LEBRANCHA","CAPTURA",43189.5077,43189.5077,589632.308839
2008,7,"CHIAPAS","LENGUADO","CAPTURA",6078,6078,87304.392
2008,7,"CHIAPAS","LISA","CAPTURA",223335.1,207619,4592702.70375
2008,7,"CHIAPAS","MERO Y SIMILARES","CAPTURA",76435,76435,1810383.183
2008,7,"CHIAPAS","MOJARRA","ACUACULTURA",46795.39,46731,927397.6278
2008,7,"CHIAPAS","MOJARRA","CAPTURA",309700.02,308637.2,8391478.6841
2008,7,"CHIAPAS","OTRAS","CAPTURA",345609.5,345609.5,4499762.7308
2008,7,"CHIAPAS","PAMPANO","CAPTURA",12,12,355.698
2008,7,"CHIAPAS","PARGO","CAPTURA",36713.5,36713.5,1445546.30325
2008,7,"CHIAPAS","RAYA Y SIMILARES","CAPTURA",41588,41588,558550.4085
2008,7,"CHIAPAS","ROBALO","CAPTURA",180662,178305,8404376.69405
2008,7,"CHIAPAS","RONCO","CAPTURA",288,288,4173.12
2008,7,"CHIAPAS","RUBIO","CAPTURA",150,150,3105.9
2008,7,"CHIAPAS","SIERRA","CAPTURA",315054.2934,315054.2934,4627318.971089
2008,7,"CHIAPAS","TIBURON","CAPTURA",3029542.23,3029542.23,45363146.180615
2008,7,"CHIAPAS","TILAPIA","ACUACULTURA",4631201.327,4292814.75,71437438.5363
2008,8,"CHIHUAHUA","BAGRE","ACUACULTURA",82893.9,81897,2541332.170235
2008,8,"CHIHUAHUA","CARPA","ACUACULTURA",319865.3,297796,2545422.86976
2008,8,"CHIHUAHUA","LOBINA","ACUACULTURA",12256.9,11417,224223.87533
2008,8,"CHIHUAHUA","TILAPIA","ACUACULTURA",142958.5,136396,2790723.867293
2008,8,"CHIHUAHUA","TRUCHA","ACUACULTURA",175900,175900,7070386.9228
2008,10,"DURANGO","BAGRE","ACUACULTURA",717096,717096,24546196.08
2008,10,"DURANGO","CARPA","ACUACULTURA",897456,897456,20254623.48
2008,10,"DURANGO","LOBINA","ACUACULTURA",588138,588138,11327537.88
2008,10,"DURANGO","MOJARRA","ACUACULTURA",171663,171663,2933406
2008,10,"DURANGO","OTRAS","ACUACULTURA",562082,562082,8863567.63
2008,10,"DURANGO","TILAPIA","ACUACULTURA",718306,718306,10298727.15
2008,10,"DURANGO","TRUCHA","ACUACULTURA",212762,212762,8844658.05
2008,11,"GUANAJUATO","BAGRE","ACUACULTURA",5880,5880,180326.4
2008,11,"GUANAJUATO","CARPA","ACUACULTURA",1369500,1369500,8311938
2008,11,"GUANAJUATO","CHARAL","ACUACULTURA",366750,366750,1921770
2008,11,"GUANAJUATO","LOBINA","ACUACULTURA",9560,9560,185899.6
2008,11,"GUANAJUATO","OTRAS","ACUACULTURA",121770,121770,1420497.35
2008,11,"GUANAJUATO","TILAPIA","ACUACULTURA",1130000,1130000,16413455
2008,11,"GUANAJUATO","TRUCHA","ACUACULTURA",30,30,1364.7
2008,12,"GUERRERO","ALMEJA","CAPTURA",104865,40381.8,1529966.302
2008,12,"GUERRERO","ATUN","CAPTURA",32133.9,32133.9,1130851.593
2008,12,"GUERRERO","BAGRE","ACUACULTURA",77689,77689,2362449.6
2008,12,"GUERRERO","BAGRE","CAPTURA",165764.65,165764.65,2191817.378
2008,12,"GUERRERO","BANDERA","CAPTURA",323166.4,323166.4,3700227.0175
2008,12,"GUERRERO","BARRILETE","CAPTURA",1731.2,1731.2,10371.13
2008,12,"GUERRERO","BERRUGATA","CAPTURA",2044.5,2044.5,27115.82
2008,12,"GUERRERO","CABRILLA","CAPTURA",20963.35,20963.35,624664.05
2008,12,"GUERRERO","CAMARON","ACUACULTURA",12930,12210,504212.3
2008,12,"GUERRERO","CAMARON","CAPTURA",55888.1,52496.9,3882205.741
2008,12,"GUERRERO","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",909218.1724,909218.1724,11799449.62888
2008,12,"GUERRERO","CARACOL","CAPTURA",60421.8,60421.8,1554922.4765
2008,12,"GUERRERO","CAZON","CAPTURA",142946.4627,142946.4627,3633800.587
2008,12,"GUERRERO","CHARAL","CAPTURA",203156.65,203156.65,1373196.83
2008,12,"GUERRERO","CORVINA","CAPTURA",50177.95,50177.95,629193.1115
2008,12,"GUERRERO","ESMEDREGAL","CAPTURA",202.5,202.5,4750.65
2008,12,"GUERRERO","GUACHINANGO","CAPTURA",608857.2,608857.2,22151013.464
2008,12,"GUERRERO","JAIBA","CAPTURA",337,337,10642.96
2008,12,"GUERRERO","JUREL","CAPTURA",462628.8,462628.8,4829740.2645
2008,12,"GUERRERO","LANGOSTINO","CAPTURA",174418.5667,174418.5667,5512811.244988
2008,12,"GUERRERO","LEBRANCHA","CAPTURA",41,41,523.57
2008,12,"GUERRERO","LENGUADO","CAPTURA",11376.95,11376.95,132849.35
2008,12,"GUERRERO","LISA","CAPTURA",183027.5,183027.5,2049396.664
2008,12,"GUERRERO","MERO Y SIMILARES","CAPTURA",9505.2,9501.7,219893.897
2008,12,"GUERRERO","MOJARRA","ACUACULTURA",232555.95,232555.95,4605328.717
2008,12,"GUERRERO","MOJARRA","CAPTURA",4730,4730,61819.51
2008,12,"GUERRERO","OSTION","CAPTURA",233349.05,233349.05,5289991.5275
2008,12,"GUERRERO","OTRAS","CAPTURA",687085.4,700522.3,8356551.879
2008,12,"GUERRERO","PAMPANO","CAPTURA",15301.65,15301.65,210511.316
2008,12,"GUERRERO","PARGO","CAPTURA",201996.05,201996.05,6800046.6365
2008,12,"GUERRERO","PULPO","CAPTURA",155758.05,155758.05,6552159.676
2008,12,"GUERRERO","RAYA Y SIMILARES","CAPTURA",85459.75,85452.25,818515.58
2008,12,"GUERRERO","ROBALO","CAPTURA",140750.45,140750.45,5876919.982
2008,12,"GUERRERO","RONCO","CAPTURA",188024.11,188024.11,3039582.9333
2008,12,"GUERRERO","SIERRA","CAPTURA",143481.55,143481.55,2589649.9435
2008,12,"GUERRERO","TIBURON","CAPTURA",224457.4,224498.7,4230937.3285
2008,12,"GUERRERO","TILAPIA","ACUACULTURA",1559173.65,1559163.65,18044864.987
2008,13,"HIDALGO","BAGRE","ACUACULTURA",37652.2,37580.5,1316069.27
2008,13,"HIDALGO","CAMARON","ACUACULTURA",1100,1100,45683
2008,13,"HIDALGO","CARPA","ACUACULTURA",3906452.63,3905091.58,28374504.9925
2008,13,"HIDALGO","CHARAL","ACUACULTURA",4780,4780,25047.2
2008,13,"HIDALGO","LOBINA","ACUACULTURA",281.05,255.5,5066.565
2008,13,"HIDALGO","OTRAS","ACUACULTURA",11258,11258,552880.38
2008,13,"HIDALGO","OTRAS","CAPTURA",13441.95,13441.95,734307.5806
2008,13,"HIDALGO","TILAPIA","ACUACULTURA",2317912.84,2239884.84,30529290.882
2008,13,"HIDALGO","TRUCHA","ACUACULTURA",140784.55,140784.55,6404289.1795
2008,14,"JALISCO","ATUN","CAPTURA",84636,84636,1069056.5662
2008,14,"JALISCO","BAGRE","ACUACULTURA",99522.7,94842,5951728.127
2008,14,"JALISCO","BANDERA","CAPTURA",24270,20192,295322.9951
2008,14,"JALISCO","BARRILETE","CAPTURA",47904.1,47331,422046.036
2008,14,"JALISCO","BERRUGATA","CAPTURA",27334,27334,391837.6456
2008,14,"JALISCO","BONITO","CAPTURA",600,600,13594.51
2008,14,"JALISCO","CABRILLA","CAPTURA",11213,11213,261233.0385
2008,14,"JALISCO","CAMARON","ACUACULTURA",28100,26300,1757271.6
2008,14,"JALISCO","CAMARON","CAPTURA",1148,1148,162482
2008,14,"JALISCO","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",5900692.6902,5900692.6902,65015437.71076
2008,14,"JALISCO","CARPA","ACUACULTURA",3123345,3123345,23825216.3791
2008,14,"JALISCO","CAZON","CAPTURA",1290,1290,29195.796
2008,14,"JALISCO","CHARAL","ACUACULTURA",715012,707447,5002963.6847
2008,14,"JALISCO","CORVINA","CAPTURA",110990,110698.5,2208001.4219
2008,14,"JALISCO","ESMEDREGAL","CAPTURA",2611,2611,83918.0622
2008,14,"JALISCO","GUACHINANGO","ACUACULTURA",7046,7046,482651
2008,14,"JALISCO","GUACHINANGO","CAPTURA",672848.8704,672848.8704,43524555.61809
2008,14,"JALISCO","JAIBA","CAPTURA",19861.3584,19861.3584,385888.757357
2008,14,"JALISCO","JUREL","CAPTURA",417666,417666,3772789.433
2008,14,"JALISCO","LANGOSTA","CAPTURA",60888,60888,9099610.2536
2008,14,"JALISCO","LANGOSTINO","ACUACULTURA",5993,5993,888439.0268
2008,14,"JALISCO","LANGOSTINO","CAPTURA",10984.0223,10984.0223,1612480.809447
2008,14,"JALISCO","LEBRANCHA","CAPTURA",187114,187114,2516564.1929
2008,14,"JALISCO","LENGUADO","CAPTURA",1436,1436,26912.9376
2008,14,"JALISCO","LISA","CAPTURA",56492,54711,755513.7767
2008,14,"JALISCO","LOBINA","ACUACULTURA",2972,2972,82605.5474
2008,14,"JALISCO","LOBINA","CAPTURA",12001.5,12001.5,286493.8383
2008,14,"JALISCO","MACARELA","CAPTURA",480,480,1367.808
2008,14,"JALISCO","MERO Y SIMILARES","CAPTURA",1689,1689,69430.1067
2008,14,"JALISCO","MOJARRA","ACUACULTURA",70525,70525,2405694.8194
