"ejercicio_fiscal","clave_de_entidad","entidad_federativa","nombre_principal","origen","peso_vivo_kilogramos","peso_desembarcado_kilogramos","valor_pesos"
2009,20,"OAXACA","BAQUETA","CAPTURA",27177,27177,824937
2009,20,"OAXACA","BARRILETE","CAPTURA",390724,390724,5940641
2009,20,"OAXACA","BERRUGATA","CAPTURA",99708,99678,1683472
2009,20,"OAXACA","BESUGO","CAPTURA",800,800,11800
2009,20,"OAXACA","BONITO","CAPTURA",1225,1225,18810
2009,20,"OAXACA","CABRILLA","CAPTURA",2170,2170,62843
2009,20,"OAXACA","CALAMAR","CAPTURA",2598,2598,63070
2009,20,"OAXACA","CAMARON","CAPTURA",1682566.99,1467886,60806665.4
2009,20,"OAXACA","CARACOL","CAPTURA",8200,8200,653000
2009,20,"OAXACA","CAZON","CAPTURA",608563.94152,514300.65,11885560.658
2009,20,"OAXACA","CHARAL","ACUACULTURA",3060,1460,10468
2009,20,"OAXACA","CINTILLA","CAPTURA",927,927,26315
2009,20,"OAXACA","CORVINA","CAPTURA",65860.9,65859,1451641.8
2009,20,"OAXACA","ESMEDREGAL","CAPTURA",14366.2,14324,392195
2009,20,"OAXACA","FAUNA","CAPTURA",758983.10482,643206.021,3640546.07914
2009,20,"OAXACA","GUACHINANGO","CAPTURA",514654.4,514560,16305949
2009,20,"OAXACA","JAIBA","CAPTURA",28280,28280,310826
2009,20,"OAXACA","JUREL","CAPTURA",991241,991241,9682951.6
2009,20,"OAXACA","LANGOSTA","CAPTURA",4503,4391,388120
2009,20,"OAXACA","LANGOSTINO","CAPTURA",4736,4736,206755
2009,20,"OAXACA","LEBRANCHA","CAPTURA",1819,1819,21286
2009,20,"OAXACA","LENGUADO","CAPTURA",51945,51660,591198
2009,20,"OAXACA","LISA","CAPTURA",178324,178324,3299309
2009,20,"OAXACA","LOBINA","ACUACULTURA",8065,8065,213775
2009,20,"OAXACA","LOBINA","CAPTURA",722,722,21660
2009,20,"OAXACA","MERO Y SIMILARES","CAPTURA",1081,1077,33500
2009,20,"OAXACA","MOJARRA","ACUACULTURA",39570,39570,988135
2009,20,"OAXACA","MOJARRA","CAPTURA",174329,174329,3087683
2009,20,"OAXACA","OSTION","CAPTURA",114646,22207,727890
2009,20,"OAXACA","OTRAS","CAPTURA",1022746.3,997072,13443283.832
2009,20,"OAXACA","PAMPANO","CAPTURA",12115,12115,158910
2009,20,"OAXACA","PARGO","CAPTURA",210326.9,209469,5760037
2009,20,"OAXACA","PIERNA","CAPTURA",12558,12547,139750
2009,20,"OAXACA","PULPO","CAPTURA",73271,73271,3001985
2009,20,"OAXACA","RAYA Y SIMILARES","CAPTURA",235271,146890,1444458
2009,20,"OAXACA","ROBALO","CAPTURA",105166,105151,3161323
2009,20,"OAXACA","RONCO","CAPTURA",107744,107544,1961531
2009,20,"OAXACA","SIERRA","CAPTURA",125633,125633,2470368
2009,20,"OAXACA","TIBURON","CAPTURA",822580.76,675731.825,11197528.7
2009,20,"OAXACA","TILAPIA","ACUACULTURA",568372.3,565751,13323887
2009,21,"PUEBLA","CARPA","ACUACULTURA",3584006,3584006,64398367.138
2009,21,"PUEBLA","LOBINA","ACUACULTURA",23975,23975,719250
2009,21,"PUEBLA","OTRAS","ACUACULTURA",35006,35006,800228
2009,21,"PUEBLA","TILAPIA","ACUACULTURA",782714,782714,12131660.546
2009,21,"PUEBLA","TRUCHA","ACUACULTURA",918889,918889,45799863.924
2009,22,"QUERETARO","BAGRE","ACUACULTURA",2491,2491,37377.455
2009,22,"QUERETARO","CARPA","ACUACULTURA",166773,166773,1657562.347
2009,22,"QUERETARO","MOJARRA","ACUACULTURA",6571,6571,164275
2009,22,"QUERETARO","OTRAS","ACUACULTURA",84,84,14600
2009,22,"QUERETARO","TILAPIA","ACUACULTURA",300925.9,295780,5822868.31
2009,22,"QUERETARO","TRUCHA","ACUACULTURA",4117,4117,78274.63
2009,23,"QUINTANA ROO","ALMEJA","CAPTURA",9246,2526,108070
2009,23,"QUINTANA ROO","ANCHOVETA","CAPTURA",221.1,201,1608
2009,23,"QUINTANA ROO","BAGRE","CAPTURA",777.7,707,5404
2009,23,"QUINTANA ROO","BANDERA","CAPTURA",101.2,92,644
2009,23,"QUINTANA ROO","BONITO","CAPTURA",14456.9,13143,92357
2009,23,"QUINTANA ROO","CABRILLA","CAPTURA",14004.3,12896,606051
2009,23,"QUINTANA ROO","CALAMAR","CAPTURA",509,479,5932
2009,23,"QUINTANA ROO","CAMARON","CAPTURA",329061.6,219012,11536907.614
2009,23,"QUINTANA ROO","CARACOL","CAPTURA",79895,13985,2066880
2009,23,"QUINTANA ROO","CAZON","CAPTURA",90435.8,81564,1229503.22
2009,23,"QUINTANA ROO","CORVINA","CAPTURA",14253.8,12958,227243
2009,23,"QUINTANA ROO","ESMEDREGAL","CAPTURA",151677.3,140576,3931644.5
2009,23,"QUINTANA ROO","FAUNA","CAPTURA",111727.602388,94684.4088,535859.988168
2009,23,"QUINTANA ROO","GUACHINANGO","CAPTURA",20377.3,18184,771007
2009,23,"QUINTANA ROO","JUREL","CAPTURA",25956,23877,401953
2009,23,"QUINTANA ROO","LANGOSTA","CAPTURA",231909,144732,37179155.907
2009,23,"QUINTANA ROO","LENGUADO","CAPTURA",145.2,132,1716
2009,23,"QUINTANA ROO","LISA","CAPTURA",11894.6,10994,211200
2009,23,"QUINTANA ROO","MERO Y SIMILARES","CAPTURA",961265.3,882281,29930527.418
2009,23,"QUINTANA ROO","MOJARRA","CAPTURA",93309,88839,1188227.3
2009,23,"QUINTANA ROO","OTRAS","CAPTURA",437653.4,409835,8780057.781
2009,23,"QUINTANA ROO","PAMPANO","CAPTURA",26522.6,26293,904734
2009,23,"QUINTANA ROO","PARGO","CAPTURA",153458.1,142232,3994744.524
2009,23,"QUINTANA ROO","PEPINO DE MAR","CAPTURA",12214,12214,183210
2009,23,"QUINTANA ROO","PETO","CAPTURA",207614.9,202826,3371169.3
2009,23,"QUINTANA ROO","PULPO","CAPTURA",648822.7,635642,18311989.89
2009,23,"QUINTANA ROO","RAYA Y SIMILARES","CAPTURA",5887.4,5354,40717
2009,23,"QUINTANA ROO","ROBALO","CAPTURA",175672,161617,7353036.017
2009,23,"QUINTANA ROO","RONCO","CAPTURA",1240.3,1221,5108
2009,23,"QUINTANA ROO","RUBIA Y VILLAJAIBA","CAPTURA",109931.1,99987,2347405.3
2009,23,"QUINTANA ROO","RUBIO","CAPTURA",211676,193643,2359132
2009,23,"QUINTANA ROO","SARDINA","CAPTURA",1160,1000,5000
2009,23,"QUINTANA ROO","SIERRA","CAPTURA",12084.5,11652,215466
2009,23,"QUINTANA ROO","TIBURON","CAPTURA",360586.6,359078,7301433.902
2009,24,"SAN LUIS POTOSI","BAGRE","ACUACULTURA",68040.7,65140,1882932
2009,24,"SAN LUIS POTOSI","CARPA","ACUACULTURA",47289.1,41970,345670.999
2009,24,"SAN LUIS POTOSI","LANGOSTINO","ACUACULTURA",8279,8279,1031240
2009,24,"SAN LUIS POTOSI","MOJARRA","ACUACULTURA",4442.9,4039,55329
2009,24,"SAN LUIS POTOSI","OTRAS","ACUACULTURA",1496,1360,82300
2009,24,"SAN LUIS POTOSI","ROBALO","ACUACULTURA",1190.2,1082,29214
2009,24,"SAN LUIS POTOSI","TILAPIA","ACUACULTURA",238424.1,222670,5053418
2009,25,"SINALOA","ALMEJA","ACUACULTURA",700,700,2800
2009,25,"SINALOA","ALMEJA","CAPTURA",1969286.237,1968226.877,6263709.2114
2009,25,"SINALOA","ATUN","CAPTURA",64463295.1,64431900,590487686
2009,25,"SINALOA","BAGRE","ACUACULTURA",804641.2,732443,8692584
2009,25,"SINALOA","BAGRE","CAPTURA",9539.6,8356,84423
2009,25,"SINALOA","BANDERA","CAPTURA",676839.05,648333,3365585.481
2009,25,"SINALOA","BAQUETA","CAPTURA",279166.33,258566.8351,6913233.6885216
2009,25,"SINALOA","BARRILETE","CAPTURA",10451687.3,10451606,76416177.126
2009,25,"SINALOA","BERRUGATA","CAPTURA",665162.7,640322,4105973.07
2009,25,"SINALOA","BESUGO","CAPTURA",3,3,34.001
2009,25,"SINALOA","BONITO","CAPTURA",4655204,4655204,35693976.5
2009,25,"SINALOA","CABRILLA","CAPTURA",5313.8,5023,64167
2009,25,"SINALOA","CALAMAR","CAPTURA",2515208.1,1770412,6963241.2
2009,25,"SINALOA","CAMARON","ACUACULTURA",37314148.7352,37188241.1352,1432991536.9765
2009,25,"SINALOA","CAMARON","CAPTURA",18523883.32,12874069,841081130.7
2009,25,"SINALOA","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",7343944.485,7343944.485,58869166.234235
2009,25,"SINALOA","CARACOL","CAPTURA",162101,29135,670278
2009,25,"SINALOA","CARPA","ACUACULTURA",258990.2,208541,1063571
2009,25,"SINALOA","CARPA","CAPTURA",896.5,815,6520
2009,25,"SINALOA","CAZON","CAPTURA",1074362.69824,881352.9216,19496135.71416
2009,25,"SINALOA","CHARAL","CAPTURA",414,414,4196
2009,25,"SINALOA","CORVINA","CAPTURA",831122.5872,779832.456,13610389.4156
2009,25,"SINALOA","ESMEDREGAL","CAPTURA",963.3,893,25090
2009,25,"SINALOA","FAUNA","CAPTURA",1190153.920716,1008605.0176,5797458.306996
2009,25,"SINALOA","GUACHINANGO","CAPTURA",340657.7,314206,9634177
2009,25,"SINALOA","JAIBA","CAPTURA",6498719,6489504,75393895.69
2009,25,"SINALOA","JUREL","CAPTURA",104833.1,102042,785966
2009,25,"SINALOA","LANGOSTA","CAPTURA",15643,15643,1833690
2009,25,"SINALOA","LANGOSTINO","CAPTURA",3168,3168,360580
2009,25,"SINALOA","LEBRANCHA","CAPTURA",5020,4980,38620
2009,25,"SINALOA","LENGUADO","CAPTURA",522713,486865,8835349
2009,25,"SINALOA","LISA","CAPTURA",1788325.4,1746147,11747455.558
2009,25,"SINALOA","LOBINA","ACUACULTURA",599903.7,543086,12788056
2009,25,"SINALOA","MERO Y SIMILARES","CAPTURA",95.7,87,4775
2009,25,"SINALOA","MOJARRA","ACUACULTURA",23850.9,18948,255398
2009,25,"SINALOA","MOJARRA","CAPTURA",618149.1,611521,4587420.61
2009,25,"SINALOA","OSTION","ACUACULTURA",81690,81690,2045186.6
2009,25,"SINALOA","OSTION","CAPTURA",182463,146463,1361321
2009,25,"SINALOA","OTRAS","CAPTURA",2137476.7,1950290,26723061.996
2009,25,"SINALOA","PAMPANO","CAPTURA",112822,112278,1082709
2009,25,"SINALOA","PARGO","CAPTURA",624645.8,594634,15059154.429
2009,25,"SINALOA","PIERNA","CAPTURA",15631,14490,172760
2009,25,"SINALOA","RAYA Y SIMILARES","CAPTURA",746547.6,431263,7412592
2009,25,"SINALOA","ROBALO","CAPTURA",296212.5,282764,7972348.555
2009,25,"SINALOA","RONCO","CAPTURA",109799,108367,718702.38
2009,25,"SINALOA","RUBIA Y VILLAJAIBA","CAPTURA",52631,52631,280859
2009,25,"SINALOA","SARDINA","CAPTURA",120522100,104711875,67618250
2009,25,"SINALOA","SIERRA","CAPTURA",1055986.8132,1054446.3315,10722091.2265
2009,25,"SINALOA","TIBURON","CAPTURA",4494351.8,3682216,39304850.833
2009,25,"SINALOA","TILAPIA","ACUACULTURA",6331600.8,4796576,80193406.52
2009,26,"SONORA","ALMEJA","CAPTURA",2093535,2078415,24925557.849
2009,26,"SONORA","ANCHOVETA","CAPTURA",2798725.04,2412694,1337324.3
2009,26,"SONORA","BAGRE","ACUACULTURA",381151,381151,3481417.794
2009,26,"SONORA","BAGRE","CAPTURA",1950,1950,27300
2009,26,"SONORA","BAQUETA","CAPTURA",225619.95,223375,5523464.971
2009,26,"SONORA","BARRILETE","CAPTURA",211200,211200,2038800
2009,26,"SONORA","BERRUGATA","CAPTURA",1971421.2,1967066,10551852.49
2009,26,"SONORA","CABRILLA","CAPTURA",150936.75,145797,3575717.324
2009,26,"SONORA","CALAMAR","CAPTURA",26915709.9,23100883,44068901.9
2009,26,"SONORA","CAMARON","ACUACULTURA",84797590.69,84797590.69,3441189099.006
2009,26,"SONORA","CAMARON","CAPTURA",16247645.6,10256225,636776823.729
2009,26,"SONORA","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",10864080.45,10864080.45,102575495.43205
2009,26,"SONORA","CARACOL","CAPTURA",1146641,707255,4278203.552
2009,26,"SONORA","CARPA","ACUACULTURA",369184,369184,1491354.851
2009,26,"SONORA","CARPA","CAPTURA",19278,9639,38565.639
2009,26,"SONORA","CAZON","CAPTURA",187914.25,174529,2561774.836
2009,26,"SONORA","CORVINA","CAPTURA",4619329.1,4296947,42379907.517
2009,26,"SONORA","FAUNA","CAPTURA",1556218.199774,1318828.9829,7482886.433538
2009,26,"SONORA","GUACHINANGO","CAPTURA",168019.2,167066,3867991.308
2009,26,"SONORA","JAIBA","CAPTURA",4766328,4764243,45273550.87
2009,26,"SONORA","JUREL","CAPTURA",1545410.6,1407098,5842564.4
2009,26,"SONORA","LANGOSTA","CAPTURA",18910,18910,2236806.499
2009,26,"SONORA","LENGUADO","CAPTURA",1451854.4,1433483,14386625.595
2009,26,"SONORA","LISA","CAPTURA",299124.2,297422,1933694.822
2009,26,"SONORA","LOBINA","ACUACULTURA",7063,7063,97054.763
2009,26,"SONORA","LOBINA","CAPTURA",8000,8000,136000
2009,26,"SONORA","MACARELA","CAPTURA",54909,54909,51883.92
2009,26,"SONORA","MERO Y SIMILARES","CAPTURA",275,250,2500
2009,26,"SONORA","MOJARRA","ACUACULTURA",17000.5,15455,68397.5
2009,26,"SONORA","MOJARRA","CAPTURA",50072.8,48536,422580.784
2009,26,"SONORA","OSTION","ACUACULTURA",85384,85384,2346816.8
2009,26,"SONORA","OSTION","CAPTURA",5167,5167,20673.167
2009,26,"SONORA","OTRAS","ACUACULTURA",0,6600,627998
2009,26,"SONORA","OTRAS","CAPTURA",13574223.9,13432525,69818671.324
2009,26,"SONORA","PAMPANO","CAPTURA",386122,386007,168473.863
2009,26,"SONORA","PARGO","CAPTURA",358495.1,350056,2718519.393
2009,26,"SONORA","PEPINO DE MAR","CAPTURA",17400,17400,915200
2009,26,"SONORA","PIERNA","CAPTURA",95363.65,92146,785956.554
2009,26,"SONORA","PULPO","CAPTURA",213150,194864,7669312.193
2009,26,"SONORA","RAYA Y SIMILARES","CAPTURA",1112753.8,1009886,9205579.936
2009,26,"SONORA","ROBALO","CAPTURA",3600,3600,59461.809
2009,26,"SONORA","RONCO","CAPTURA",11859,11859,61081.6
2009,26,"SONORA","RUBIA Y VILLAJAIBA","CAPTURA",2900,2900,14500
2009,26,"SONORA","SARDINA","CAPTURA",623184184.57,541149879,460562586.3
2009,26,"SONORA","SIERRA","CAPTURA",2796107.9,2792565,30878644.124
2009,26,"SONORA","TIBURON","CAPTURA",2077470.6,1982518,20772083.592
2009,26,"SONORA","TILAPIA","ACUACULTURA",1510731.1,1502874,21918032.349
2009,27,"TABASCO","ALMEJA","CAPTURA",107631,107631,478716.677
2009,27,"TABASCO","ANCHOVETA","CAPTURA",3196.3,3192,25796
2009,27,"TABASCO","ATUN","CAPTURA",32064.4,31193,603408
2009,27,"TABASCO","BAGRE","CAPTURA",23687,23687,215428.032
2009,27,"TABASCO","BANDERA","CAPTURA",1631294,1631219,15985465.011
2009,27,"TABASCO","BERRUGATA","CAPTURA",28119,28119,309565
2009,27,"TABASCO","BESUGO","CAPTURA",448669.5,448621,8741438.694
2009,27,"TABASCO","BONITO","CAPTURA",438168,438168,2541401.742
2009,27,"TABASCO","CABRILLA","CAPTURA",31422,31422,540696.14
2009,27,"TABASCO","CAMARON","ACUACULTURA",69326.8,53293,2521427
2009,27,"TABASCO","CAMARON","CAPTURA",127145.4,104943,3963967.521
2009,27,"TABASCO","CARACOL","CAPTURA",40215,40215,244820
2009,27,"TABASCO","CARPA","CAPTURA",1049976,1049976,8249058.593
2009,27,"TABASCO","CAZON","CAPTURA",266362,266332,3808009.159
2009,27,"TABASCO","CINTILLA","CAPTURA",1890798,1890798,13619844.197
2009,27,"TABASCO","CORVINA","CAPTURA",44460,44460,477840
2009,27,"TABASCO","ESMEDREGAL","CAPTURA",353505,353505,6470053.1
2009,27,"TABASCO","FAUNA","CAPTURA",8543.387384,7240.1588,40979.29881
2009,27,"TABASCO","GUACHINANGO","CAPTURA",855698.6,855599,34773526.158
2009,27,"TABASCO","JAIBA","CAPTURA",986126,986126,11085888.578
2009,27,"TABASCO","JUREL","CAPTURA",1247466,1247466,7556182.449
2009,27,"TABASCO","LANGOSTINO","CAPTURA",564594,564594,25768284.253
2009,27,"TABASCO","LENGUADO","CAPTURA",362,362,4358
2009,27,"TABASCO","LISA","CAPTURA",495127,495127,5149604.813
2009,27,"TABASCO","MERO Y SIMILARES","CAPTURA",585753.2,585616,15780014.082
2009,27,"TABASCO","MOJARRA","ACUACULTURA",848733,848733,17198764.221
2009,27,"TABASCO","MOJARRA","CAPTURA",317125,317125,7450942.876
2009,27,"TABASCO","OSTION","ACUACULTURA",16171341,16171341,38813513.192
2009,27,"TABASCO","OTRAS","CAPTURA",1774288,1776563,24860284.419
2009,27,"TABASCO","PAMPANO","CAPTURA",27233,27233,446515
2009,27,"TABASCO","PARGO","CAPTURA",165138.5,165087,4413586.732
2009,27,"TABASCO","PETO","CAPTURA",1291857,1291857,20834053.182
2009,27,"TABASCO","PIERNA","CAPTURA",1584,1584,37802
2009,27,"TABASCO","RAYA Y SIMILARES","CAPTURA",814452,814452,6499298.65
2009,27,"TABASCO","ROBALO","CAPTURA",1711925,1711810,70981871.728
2009,27,"TABASCO","RONCO","CAPTURA",299109,299109,2112389.412
2009,27,"TABASCO","RUBIA Y VILLAJAIBA","CAPTURA",101515,101515,1952169
2009,27,"TABASCO","RUBIO","CAPTURA",6274,6274,100577
2009,27,"TABASCO","SIERRA","CAPTURA",808408,808408,12374368.087
2009,27,"TABASCO","TIBURON","CAPTURA",207922,207922,2967221.795
2009,27,"TABASCO","TILAPIA","ACUACULTURA",2806594.52,2806594.52,47624634.188
2009,27,"TABASCO","TRUCHA","CAPTURA",71142,71142,693574.02
2009,28,"TAMAULIPAS","ALMEJA","CAPTURA",5200,5200,130000
2009,28,"TAMAULIPAS","ANCHOVETA","CAPTURA",6904,6904,43255
2009,28,"TAMAULIPAS","ATUN","CAPTURA",376,376,4675
2009,28,"TAMAULIPAS","BAGRE","ACUACULTURA",197582,197582,5879935
2009,28,"TAMAULIPAS","BAGRE","CAPTURA",562523.7,525682,6801654.235
2009,28,"TAMAULIPAS","BANDERA","CAPTURA",5229.5,4919,41035
2009,28,"TAMAULIPAS","BARRILETE","CAPTURA",85.7,82,870
2009,28,"TAMAULIPAS","BERRUGATA","CAPTURA",4475.5,4473,20773.14
2009,28,"TAMAULIPAS","BESUGO","CAPTURA",16456.3,16065,311212
2009,28,"TAMAULIPAS","BONITO","CAPTURA",36123.6,36026,252091.547
2009,28,"TAMAULIPAS","CABRILLA","CAPTURA",1437,1437,20662
2009,28,"TAMAULIPAS","CALAMAR","CAPTURA",19498,19498,97678.1
2009,28,"TAMAULIPAS","CAMARON","ACUACULTURA",1256460.8,1256460.8,56155239.92
2009,28,"TAMAULIPAS","CAMARON","CAPTURA",10544699.2,9745531,448589748.517
2009,28,"TAMAULIPAS","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",6323103.2,6323103.2,50911251.1014
2009,28,"TAMAULIPAS","CARPA","CAPTURA",1306946.7,1301467,6081490.017
2009,28,"TAMAULIPAS","CAZON","CAPTURA",846720.2519,843709.6408,11743125.7102
2009,28,"TAMAULIPAS","CINTILLA","CAPTURA",3454,3454,52648
2009,28,"TAMAULIPAS","CORVINA","CAPTURA",183094.3,183003,2222308
2009,28,"TAMAULIPAS","ESMEDREGAL","CAPTURA",71066.2,70137,1662041
2009,28,"TAMAULIPAS","FAUNA","CAPTURA",435580.48,369136,2096720.3
2009,28,"TAMAULIPAS","GUACHINANGO","CAPTURA",440730.66509,436553.3375,19055713.8473
2009,28,"TAMAULIPAS","JAIBA","CAPTURA",2493034,2493034,25320881.5
2009,28,"TAMAULIPAS","JUREL","CAPTURA",116144.5,115295,958483
2009,28,"TAMAULIPAS","LANGOSTA","CAPTURA",290,290,14565
2009,28,"TAMAULIPAS","LANGOSTINO","CAPTURA",26704.5364,26702.1596,1698477.9176
2009,28,"TAMAULIPAS","LEBRANCHA","CAPTURA",76556.738,76503.728,376354.014
2009,28,"TAMAULIPAS","LENGUADO","CAPTURA",21307.4,21295,395624.455
2009,28,"TAMAULIPAS","LISA","CAPTURA",3856381.5,3858797,18789724.061
2009,28,"TAMAULIPAS","LOBINA","ACUACULTURA",38438.5,35996,581071
2009,28,"TAMAULIPAS","MACARELA","CAPTURA",25,25,450
2009,28,"TAMAULIPAS","MERO Y SIMILARES","CAPTURA",67599,66668,3231564.83
2009,28,"TAMAULIPAS","MOJARRA","ACUACULTURA",77293.7,77200,1042037
2009,28,"TAMAULIPAS","MOJARRA","CAPTURA",52488.7,52470,1085850
2009,28,"TAMAULIPAS","OSTION","CAPTURA",1863170,1863170,5172773.605
2009,28,"TAMAULIPAS","OTRAS","ACUACULTURA",11583.1,11256,816525
2009,28,"TAMAULIPAS","OTRAS","CAPTURA",1167408.65,1140850,15206196.987
2009,28,"TAMAULIPAS","PAMPANO","CAPTURA",86210,86197,2981827
2009,28,"TAMAULIPAS","PARGO","CAPTURA",56711.10964,56602.6792,974926.7416
2009,28,"TAMAULIPAS","PETO","CAPTURA",231994.7,231644,3104185
2009,28,"TAMAULIPAS","RAYA Y SIMILARES","CAPTURA",135078,134879,1405737
2009,28,"TAMAULIPAS","ROBALO","CAPTURA",177201.4,175505,6454262.87
2009,28,"TAMAULIPAS","RONCO","CAPTURA",292994,292847,1511411.369
2009,28,"TAMAULIPAS","RUBIA Y VILLAJAIBA","CAPTURA",8931,8931,241500
2009,28,"TAMAULIPAS","RUBIO","CAPTURA",22569.9,22269,308361
2009,28,"TAMAULIPAS","SIERRA","CAPTURA",1144055.2,1144010.4,13518219.4
2009,28,"TAMAULIPAS","TIBURON","CAPTURA",519779.4,521018,6725785.081
2009,28,"TAMAULIPAS","TILAPIA","ACUACULTURA",5644359.5,5253319.5,59056356.18
2009,28,"TAMAULIPAS","TRUCHA","CAPTURA",1185524.15305,1184987.177,20600280.864
2009,29,"TLAXCALA","CARPA","ACUACULTURA",333618.1,333602,10031615
2009,29,"TLAXCALA","CHARAL","ACUACULTURA",7644,7644,99977.12
2009,29,"TLAXCALA","OTRAS","ACUACULTURA",6615.85,6615.85,213669.7936
2009,29,"TLAXCALA","TILAPIA","ACUACULTURA",37912.5,37912.5,1294876.44
2009,29,"TLAXCALA","TRUCHA","ACUACULTURA",3068,3068,139563.32
2009,30,"VERACRUZ","ALMEJA","CAPTURA",2628809,2622641,15896750
2009,30,"VERACRUZ","ANCHOVETA","CAPTURA",50929,50929,495328
2009,30,"VERACRUZ","ATUN","CAPTURA",1287563.6,1088547,55963138.107
2009,30,"VERACRUZ","BAGRE","CAPTURA",371052,371052,3791626.76
2009,30,"VERACRUZ","BANDERA","CAPTURA",603601,603601,5876206.24
2009,30,"VERACRUZ","BAQUETA","CAPTURA",75,60,9
2009,30,"VERACRUZ","BARRILETE","CAPTURA",7031,7031,83811
2009,30,"VERACRUZ","BERRUGATA","CAPTURA",27809,27809,182646
2009,30,"VERACRUZ","BESUGO","CAPTURA",417132,417132,5549190
2009,30,"VERACRUZ","BONITO","CAPTURA",443701,443701,3745782.877
2009,30,"VERACRUZ","CABRILLA","CAPTURA",8433.2,8432,138869
2009,30,"VERACRUZ","CALAMAR","CAPTURA",8512,8512,16373
2009,30,"VERACRUZ","CAMARON","ACUACULTURA",64053.25,64053.25,4030994.7415
2009,30,"VERACRUZ","CAMARON","CAPTURA",2021870.47,1981647,121430907.461
2009,30,"VERACRUZ","CAPTURA SIN REGISTRO OFICIAL","CAPTURA",2389849.203,2389849.203,19179863.808364
2009,30,"VERACRUZ","CARACOL","CAPTURA",436156,436156,9234810.461
2009,30,"VERACRUZ","CARPA","CAPTURA",1597396,1597396,6249055.605
2009,30,"VERACRUZ","CAZON","CAPTURA",336496.8,335229,6246070.5
2009,30,"VERACRUZ","CINTILLA","CAPTURA",324352,324352,2628675.54
2009,30,"VERACRUZ","CORVINA","ACUACULTURA",3000,3000,114000
2009,30,"VERACRUZ","CORVINA","CAPTURA",72196,72192,806686
2009,30,"VERACRUZ","ESMEDREGAL","CAPTURA",326360,325684,8651892
2009,30,"VERACRUZ","GUACHINANGO","CAPTURA",474167.6,470097,24325695.053
2009,30,"VERACRUZ","JAIBA","CAPTURA",2796770.4,2794614,44644543.15
2009,30,"VERACRUZ","JUREL","CAPTURA",1995953.7,1995947,18394819.96
2009,30,"VERACRUZ","LANGOSTA","CAPTURA",2,2,20
2009,30,"VERACRUZ","LANGOSTINO","ACUACULTURA",258,258,10320
2009,30,"VERACRUZ","LANGOSTINO","CAPTURA",1218344,1218344,74332611.81
2009,30,"VERACRUZ","LEBRANCHA","CAPTURA",2767851,2767035,23559006.9
2009,30,"VERACRUZ","LENGUADO","CAPTURA",21815,21815,136819.008
2009,30,"VERACRUZ","LISA","CAPTURA",391091,391421,4502859.34
2009,30,"VERACRUZ","LOBINA","CAPTURA",10570,10570,207512.92
2009,30,"VERACRUZ","MERO Y SIMILARES","CAPTURA",190406.8,190230,6198875
2009,30,"VERACRUZ","MOJARRA","ACUACULTURA",327945,327945,6592547
2009,30,"VERACRUZ","MOJARRA","CAPTURA",408166,408166,8916706
2009,30,"VERACRUZ","OSTION","ACUACULTURA",19941688,19568368,58760229.113
2009,30,"VERACRUZ","OTRAS","CAPTURA",11061867.65,11141999.05,104152838.6471
2009,30,"VERACRUZ","PAMPANO","CAPTURA",192925,192925,6735379
2009,30,"VERACRUZ","PARGO","CAPTURA",197391.4,197358,4837579
2009,30,"VERACRUZ","PETO","CAPTURA",1874452,1874302,42443781.53
2009,30,"VERACRUZ","PULPO","CAPTURA",73823,73823,3096654
2009,30,"VERACRUZ","RAYA Y SIMILARES","CAPTURA",446557.5,375770,4759844.5
2009,30,"VERACRUZ","ROBALO","CAPTURA",1467408.8,1466431,71342806.64
2009,30,"VERACRUZ","RONCO","CAPTURA",595849,595849,4079532.895
2009,30,"VERACRUZ","RUBIA Y VILLAJAIBA","CAPTURA",60407,60407,1383602.4
2009,30,"VERACRUZ","RUBIO","CAPTURA",198107.3,198065,4188301
2009,30,"VERACRUZ","SARDINA","CAPTURA",67072.36,57821,154860
2009,30,"VERACRUZ","SIERRA","CAPTURA",2014587,2014587,36029915.5
2009,30,"VERACRUZ","TIBURON","CAPTURA",504876.7,478241,5710940.215
2009,30,"VERACRUZ","TILAPIA","ACUACULTURA",12787183.11,12786398.11,189852644.249
2009,30,"VERACRUZ","TRUCHA","ACUACULTURA",10,10,250
2009,30,"VERACRUZ","TRUCHA","CAPTURA",640056,639705,12404674.03
2009,31,"YUCATAN","ANCHOVETA","CAPTURA",19779.1,18481,68935
2009,31,"YUCATAN","ATUN","CAPTURA",77282.3,66575,2990605
2009,31,"YUCATAN","BAGRE","CAPTURA",23287.9,21262,111993
2009,31,"YUCATAN","BANDERA","CAPTURA",6032.4,5484,28760
2009,31,"YUCATAN","BARRILETE","CAPTURA",385,350,2100
2009,31,"YUCATAN","BESUGO","CAPTURA",9113.7,8384,125327.45
2009,31,"YUCATAN","BONITO","CAPTURA",48048.85,46338,193723.123
2009,31,"YUCATAN","CABRILLA","CAPTURA",675.4,614,11617
2009,31,"YUCATAN","CAMARON","ACUACULTURA",251954,251954,9671160
2009,31,"YUCATAN","CAZON","CAPTURA",188368,171630,2353417.028
2009,31,"YUCATAN","CORVINA","CAPTURA",70933.5,64485,1033076
